CustomerID,Total_Orders,Total_Revenue,AOV,CLV,Tier
12422.0,3,803.5600000000001,267.85333333333335,803.5600000000001,Gold
12423.0,8,1859.31,232.41375,1859.31,Platinum
12424.0,2,1760.96,880.48,1760.96,Platinum
12425.0,1,777.2,777.2,777.2,Gold
12426.0,1,582.73,582.73,582.73,Silver
12427.0,3,825.8,275.26666666666665,825.8,Gold
12428.0,9,7956.46,884.0511111111111,7956.46,Platinum
12429.0,4,3750.4,937.6,3750.4,Platinum
12430.0,1,256.4,256.4,256.4,Bronze
12431.0,15,6419.95,427.99666666666667,6419.95,Platinum
12432.0,5,5059.32,1011.8639999999999,5059.32,Platinum
12433.0,7,13375.87,1910.8385714285716,13375.87,Platinum
12434.0,2,806.14,403.07,806.14,Gold
12435.0,2,7829.89,3914.945,7829.89,Platinum
12436.0,1,509.01,509.01,509.01,Silver
12437.0,18,4951.41,275.0783333333333,4951.41,Platinum
12438.0,2,2906.85,1453.425,2906.85,Platinum
12441.0,1,173.55,173.55,173.55,Bronze
12442.0,1,172.06,172.06,172.06,Bronze
12444.0,5,5005.46,1001.092,5005.46,Platinum
12445.0,1,133.4,133.4,133.4,Bronze
12446.0,1,1002.3100000000001,1002.3100000000001,1002.3100000000001,Gold
12447.0,1,476.49,476.49,476.49,Silver
12448.0,1,449.45,449.45,449.45,Silver
12449.0,4,4067.29,1016.8225,4067.29,Platinum
12450.0,2,197.88,98.94,197.88,Bronze
12451.0,5,9035.52,1807.104,9035.52,Platinum
12452.0,2,430.57,215.285,430.57,Silver
12453.0,1,707.09,707.09,707.09,Gold
12454.0,1,3528.34,3528.34,3528.34,Platinum
12455.0,6,2466.86,411.1433333333334,2466.86,Platinum
12456.0,3,3181.04,1060.3466666666666,3181.04,Platinum
12457.0,7,2363.23,337.6042857142857,2363.23,Platinum
12458.0,2,947.4,473.7,947.4,Gold
12461.0,2,826.88,413.44,826.88,Gold
12462.0,2,1189.59,594.795,1189.59,Gold
12463.0,4,1344.78,336.195,1344.78,Gold
12464.0,8,1212.05,151.50625,1212.05,Gold
12465.0,2,742.1899999999999,371.09499999999997,742.1899999999999,Gold
12468.0,2,729.5400000000001,364.77000000000004,729.5400000000001,Gold
12471.0,30,19788.65,659.6216666666667,19788.65,Platinum
12472.0,7,6572.11,938.8728571428571,6572.11,Platinum
12473.0,5,3928.0499999999997,785.6099999999999,3928.0499999999993,Platinum
12474.0,18,7324.09,406.8938888888889,7324.09,Platinum
12475.0,1,723.38,723.38,723.38,Gold
12476.0,11,6816.42,619.6745454545454,6816.419999999999,Platinum
12477.0,6,13219.74,2203.29,13219.74,Platinum
12478.0,1,680.99,680.99,680.99,Gold
12479.0,1,527.2,527.2,527.2,Silver
12480.0,4,3281.63,820.4075,3281.63,Platinum
12481.0,10,5579.82,557.982,5579.82,Platinum
12483.0,8,2484.98,310.6225,2484.98,Platinum
12484.0,6,4527.32,754.5533333333333,4527.32,Platinum
12488.0,3,1298.66,432.8866666666667,1298.66,Gold
12489.0,1,334.93,334.93,334.93,Silver
12490.0,10,5417.93,541.793,5417.93,Platinum
12491.0,1,460.40000000000003,460.40000000000003,460.40000000000003,Silver
12492.0,2,263.21000000000004,131.60500000000002,263.21000000000004,Bronze
12493.0,2,433.74,216.87,433.74,Silver
12494.0,7,1246.1000000000001,178.01428571428573,1246.1000000000001,Gold
12497.0,1,1043.1,1043.1,1043.1,Gold
12498.0,3,403.70000000000005,134.5666666666667,403.70000000000005,Silver
12500.0,11,4257.82,387.07454545454544,4257.82,Platinum
12501.0,1,2169.39,2169.39,2169.39,Platinum
12502.0,5,3723.87,744.774,3723.87,Platinum
12504.0,2,482.04999999999995,241.02499999999998,482.04999999999995,Silver
12506.0,1,73.5,73.5,73.5,Bronze
12507.0,3,1304.81,434.93666666666667,1304.81,Gold
12508.0,2,397.88,198.94,397.88,Silver
12509.0,1,176.5,176.5,176.5,Bronze
12510.0,2,982.5699999999999,491.28499999999997,982.5699999999999,Gold
12512.0,2,132.18,66.09,132.18,Bronze
12513.0,1,612.29,612.29,612.29,Silver
12514.0,1,1017.68,1017.68,1017.68,Gold
12515.0,1,383.7,383.7,383.7,Silver
12516.0,2,1312.06,656.03,1312.06,Gold
12517.0,5,2481.6,496.32,2481.6,Platinum
12518.0,5,2056.89,411.378,2056.89,Platinum
12519.0,1,330.84,330.84,330.84,Silver
12520.0,5,2634.26,526.8520000000001,2634.26,Platinum
12521.0,1,599.68,599.68,599.68,Silver
12522.0,2,192.72,96.36,192.72,Bronze
12523.0,11,1789.77,162.70636363636365,1789.7700000000002,Platinum
12524.0,8,4485.72,560.715,4485.72,Platinum
12526.0,3,1316.66,438.8866666666667,1316.66,Gold
12527.0,3,348.71000000000004,116.23666666666668,348.71000000000004,Silver
12528.0,6,1933.48,322.24666666666667,1933.48,Platinum
12530.0,4,1662.28,415.57,1662.28,Platinum
12531.0,1,125.22,125.22,125.22,Bronze
12532.0,1,349.83000000000004,349.83000000000004,349.83000000000004,Silver
12534.0,1,1089.18,1089.18,1089.18,Gold
12535.0,2,716.35,358.175,716.35,Gold
12536.0,3,12601.830000000002,4200.610000000001,12601.830000000002,Platinum
12538.0,1,363.95,363.95,363.95,Silver
12539.0,4,5568.35,1392.0875,5568.35,Platinum
12540.0,17,13400.24,788.2494117647059,13400.24,Platinum
12541.0,3,981.18,327.06,981.1800000000001,Gold
12544.0,1,372.7,372.7,372.7,Silver
12545.0,2,1000.39,500.195,1000.39,Gold
12546.0,2,1161.5,580.75,1161.5,Gold
12547.0,2,207.79999999999998,103.89999999999999,207.79999999999998,Bronze
12548.0,1,95.19999999999999,95.19999999999999,95.19999999999999,Bronze
12550.0,1,964.83,964.83,964.83,Gold
12551.0,1,168.0,168.0,168.0,Bronze
12552.0,2,437.82,218.91,437.82,Silver
12553.0,10,3692.28,369.228,3692.28,Platinum
12556.0,2,599.56,299.78,599.56,Silver
12557.0,5,11990.960000000001,2398.192,11990.96,Platinum
12558.0,1,269.96,269.96,269.96,Bronze
12559.0,2,561.71,280.855,561.71,Silver
12560.0,3,2134.01,711.3366666666667,2134.01,Platinum
12561.0,1,238.85,238.85,238.85,Bronze
12562.0,7,3781.7400000000002,540.2485714285715,3781.7400000000007,Platinum
12564.0,1,456.9,456.9,456.9,Silver
12565.0,1,145.92,145.92,145.92,Bronze
12566.0,1,351.65,351.65,351.65,Silver
12567.0,10,9401.28,940.128,9401.28,Platinum
12569.0,32,4124.69,128.8965625,4124.69,Platinum
12571.0,2,519.61,259.805,519.61,Silver
12572.0,2,1020.42,510.21,1020.42,Gold
12573.0,1,160.54000000000002,160.54000000000002,160.54000000000002,Bronze
12574.0,1,218.45,218.45,218.45,Bronze
12576.0,5,1315.83,263.166,1315.83,Gold
12577.0,3,626.6,208.86666666666667,626.6,Silver
12578.0,2,2794.51,1397.255,2794.51,Platinum
12579.0,1,440.42,440.42,440.42,Silver
12580.0,1,415.7,415.7,415.7,Silver
12581.0,1,197.71,197.71,197.71,Bronze
12582.0,2,511.36,255.68,511.36,Silver
12583.0,15,7281.38,485.42533333333336,7281.38,Platinum
12584.0,9,2338.15,259.7944444444445,2338.1500000000005,Platinum
12585.0,2,2040.1,1020.05,2040.1,Platinum
12586.0,1,196.94000000000003,196.94000000000003,196.94000000000003,Bronze
12587.0,1,144.0,144.0,144.0,Bronze
12588.0,1,214.89999999999998,214.89999999999998,214.89999999999998,Bronze
12589.0,2,646.68,323.34,646.68,Silver
12590.0,2,9864.26,4932.13,9864.26,Platinum
12591.0,1,452.84999999999997,452.84999999999997,452.84999999999997,Silver
12592.0,2,437.6,218.8,437.6,Silver
12593.0,3,418.09999999999997,139.36666666666665,418.0999999999999,Silver
12594.0,10,3338.2200000000003,333.822,3338.2200000000003,Platinum
12596.0,2,618.27,309.135,618.27,Silver
12597.0,4,3811.22,952.805,3811.22,Platinum
12598.0,8,3023.08,377.885,3023.08,Platinum
12599.0,7,1032.58,147.51142857142855,1032.58,Gold
12600.0,10,2599.04,259.904,2599.04,Platinum
12601.0,5,577.0600000000001,115.412,577.0600000000001,Silver
12602.0,1,153.12,153.12,153.12,Bronze
12603.0,1,739.1999999999999,739.1999999999999,739.1999999999999,Gold
12604.0,2,254.18,127.09,254.18,Bronze
12607.0,1,1579.51,1579.51,1579.51,Gold
12609.0,3,1126.85,375.6166666666666,1126.85,Gold
12610.0,5,2099.54,419.908,2099.54,Platinum
12611.0,1,1193.32,1193.32,1193.32,Gold
12612.0,1,704.0400000000001,704.0400000000001,704.0400000000001,Gold
12613.0,5,3344.38,668.876,3344.38,Platinum
12614.0,1,315.6,315.6,315.6,Silver
12615.0,4,2291.19,572.7975,2291.19,Platinum
12616.0,2,713.3,356.65,713.3,Gold
12617.0,1,352.98,352.98,352.98,Silver
12618.0,1,177.31,177.31,177.31,Bronze
12619.0,9,3641.24,404.5822222222222,3641.24,Platinum
12620.0,3,1339.41,446.47,1339.41,Gold
12621.0,20,13689.67,684.4835,13689.670000000002,Platinum
12622.0,1,180.1,180.1,180.1,Bronze
12623.0,1,305.1,305.1,305.1,Bronze
12624.0,2,641.13,320.565,641.13,Silver
12625.0,2,2683.82,1341.91,2683.82,Platinum
12626.0,9,6620.48,735.6088888888888,6620.48,Platinum
12627.0,7,4478.53,639.79,4478.53,Platinum
12628.0,3,786.46,262.15333333333336,786.46,Gold
12630.0,2,1270.88,635.44,1270.88,Gold
12631.0,1,640.5,640.5,640.5,Silver
12633.0,4,2163.98,540.995,2163.98,Platinum
12635.0,2,1689.18,844.59,1689.18,Platinum
12637.0,8,6002.9,750.3625,6002.9,Platinum
12638.0,1,671.69,671.69,671.69,Gold
12639.0,1,486.1,486.1,486.1,Silver
12640.0,3,1174.58,391.52666666666664,1174.58,Gold
12641.0,1,185.9,185.9,185.9,Bronze
12642.0,3,1013.26,337.75333333333333,1013.26,Gold
12643.0,6,3344.64,557.4399999999999,3344.6399999999994,Platinum
12644.0,1,477.91,477.91,477.91,Silver
12645.0,4,1775.18,443.795,1775.18,Platinum
12646.0,2,1346.97,673.485,1346.97,Gold
12647.0,12,3722.82,310.235,3722.82,Platinum
12648.0,1,318.05,318.05,318.05,Silver
12649.0,3,623.51,207.83666666666667,623.51,Silver
12650.0,1,314.44,314.44,314.44,Silver
12651.0,1,114.0,114.0,114.0,Bronze
12652.0,1,919.98,919.98,919.98,Gold
12653.0,2,2209.85,1104.925,2209.85,Platinum
12654.0,5,601.98,120.396,601.98,Silver
12656.0,5,4051.17,810.234,4051.17,Platinum
12657.0,4,1643.18,410.795,1643.18,Gold
12658.0,1,686.05,686.05,686.05,Gold
12659.0,1,91.68,91.68,91.68,Bronze
12660.0,1,245.1,245.1,245.1,Bronze
12662.0,11,3849.78,349.98,3849.78,Platinum
12664.0,9,4881.88,542.4311111111111,4881.88,Platinum
12665.0,1,63.0,63.0,63.0,Bronze
12667.0,1,620.13,620.13,620.13,Silver
12668.0,4,3807.15,951.7875,3807.15,Platinum
12669.0,3,2744.0299999999997,914.6766666666666,2744.0299999999997,Platinum
12670.0,5,2996.05,599.21,2996.05,Platinum
12672.0,1,225.89999999999998,225.89999999999998,225.89999999999998,Bronze
12673.0,2,610.52,305.26,610.52,Silver
12674.0,4,1970.6,492.65,1970.6,Platinum
12676.0,6,1331.39,221.89833333333334,1331.39,Gold
12678.0,12,17628.46,1469.0383333333332,17628.46,Platinum
12679.0,4,1113.02,278.255,1113.02,Gold
12680.0,4,862.81,215.7025,862.81,Gold
12681.0,22,13787.54,626.7063636363637,13787.54,Platinum
12682.0,31,12279.82,396.1232258064516,12279.82,Platinum
12683.0,15,8476.57,565.1046666666666,8476.57,Platinum
12684.0,7,2283.63,326.23285714285714,2283.63,Platinum
12685.0,6,2863.08,477.18,2863.08,Platinum
12686.0,1,89.14,89.14,89.14,Bronze
12688.0,1,4873.8099999999995,4873.8099999999995,4873.8099999999995,Platinum
12689.0,2,1247.61,623.805,1247.61,Gold
12690.0,1,389.01,389.01,389.01,Silver
12691.0,6,1035.8,172.63333333333333,1035.8,Gold
12693.0,4,855.91,213.9775,855.91,Gold
12694.0,2,869.67,434.835,869.67,Gold
12695.0,4,582.1,145.525,582.1,Silver
12697.0,3,957.59,319.19666666666666,957.5899999999999,Gold
12700.0,4,4939.99,1234.9975,4939.99,Platinum
12701.0,2,797.71,398.855,797.71,Gold
12702.0,1,219.0,219.0,219.0,Bronze
12703.0,1,283.55,283.55,283.55,Bronze
12704.0,8,2340.84,292.605,2340.84,Platinum
12705.0,9,6868.29,763.1433333333333,6868.29,Platinum
12707.0,1,603.42,603.42,603.42,Silver
12708.0,10,2712.91,271.291,2712.91,Platinum
12709.0,15,9706.52,647.1013333333334,9706.52,Platinum
12710.0,3,1149.02,383.00666666666666,1149.02,Gold
12712.0,13,4396.13,338.1638461538462,4396.13,Platinum
12713.0,1,848.55,848.55,848.55,Gold
12714.0,5,4708.86,941.7719999999999,4708.86,Platinum
12715.0,1,343.36,343.36,343.36,Silver
12716.0,2,1053.49,526.745,1053.49,Gold
12717.0,2,1030.98,515.49,1030.98,Gold
12718.0,1,238.25,238.25,238.25,Bronze
12719.0,2,644.95,322.475,644.95,Silver
12720.0,25,5781.73,231.26919999999998,5781.73,Platinum
12721.0,6,2656.13,442.68833333333333,2656.13,Platinum
12722.0,4,997.63,249.4075,997.63,Gold
12723.0,5,725.07,145.014,725.07,Gold
12724.0,4,1031.41,257.8525,1031.41,Gold
12725.0,1,427.8,427.8,427.8,Silver
12726.0,7,2609.1,372.7285714285714,2609.1,Platinum
12727.0,7,3980.7,568.6714285714286,3980.7,Platinum
12728.0,4,836.33,209.0825,836.33,Gold
12729.0,1,453.01,453.01,453.01,Silver
12731.0,12,18895.91,1574.6591666666666,18895.91,Platinum
12732.0,1,236.26000000000002,236.26000000000002,236.26000000000002,Bronze
12733.0,1,383.95,383.95,383.95,Silver
12734.0,1,110.39999999999999,110.39999999999999,110.39999999999999,Bronze
12735.0,2,779.5699999999999,389.78499999999997,779.5699999999999,Gold
12736.0,1,234.0,234.0,234.0,Bronze
12738.0,1,155.35,155.35,155.35,Bronze
12739.0,2,1013.04,506.52,1013.04,Gold
12740.0,1,427.6,427.6,427.6,Silver
12743.0,2,540.13,270.065,540.13,Silver
12744.0,7,21279.29,3039.8985714285714,21279.29,Platinum
12747.0,11,4196.01,381.4554545454546,4196.01,Platinum
12748.0,209,33053.19,158.14923444976077,33053.19,Platinum
12749.0,5,4090.88,818.176,4090.88,Platinum
12750.0,1,275.88,275.88,275.88,Bronze
12752.0,1,4366.78,4366.78,4366.78,Platinum
12753.0,6,21429.39,3571.565,21429.39,Platinum
12754.0,3,3010.74,1003.5799999999999,3010.74,Platinum
12755.0,2,3811.95,1905.975,3811.95,Platinum
12756.0,1,112.07999999999998,112.07999999999998,112.07999999999998,Bronze
12757.0,13,7834.650000000001,602.6653846153847,7834.6500000000015,Platinum
12758.0,2,2791.59,1395.795,2791.59,Platinum
12759.0,3,1531.44,510.48,1531.44,Gold
12762.0,2,1898.52,949.26,1898.52,Platinum
12763.0,2,494.08,247.04,494.08,Silver
12764.0,1,1693.88,1693.88,1693.88,Platinum
12766.0,7,6989.63,998.5185714285715,6989.63,Platinum
12769.0,1,1143.6,1143.6,1143.6,Gold
12770.0,1,1351.45,1351.45,1351.45,Gold
12772.0,1,892.47,892.47,892.47,Gold
12775.0,5,1386.04,277.20799999999997,1386.04,Gold
12778.0,6,822.23,137.03833333333333,822.23,Gold
12779.0,8,3981.36,497.67,3981.36,Platinum
12781.0,2,826.74,413.37,826.74,Gold
12782.0,5,2330.92,466.184,2330.92,Platinum
12783.0,6,2225.91,370.98499999999996,2225.91,Platinum
12784.0,2,532.8199999999999,266.40999999999997,532.8199999999999,Silver
12785.0,1,311.95,311.95,311.95,Silver
12787.0,3,463.66,154.55333333333334,463.66,Silver
12789.0,1,91.85,91.85,91.85,Bronze
12790.0,1,324.92,324.92,324.92,Silver
12791.0,1,192.60000000000002,192.60000000000002,192.60000000000002,Bronze
12792.0,1,400.53999999999996,400.53999999999996,400.53999999999996,Silver
12793.0,2,545.48,272.74,545.48,Silver
12794.0,2,860.41,430.205,860.41,Gold
12795.0,1,430.48,430.48,430.48,Silver
12797.0,1,254.03,254.03,254.03,Bronze
12798.0,3,6977.04,2325.68,6977.039999999999,Platinum
12802.0,1,427.58,427.58,427.58,Silver
12808.0,3,483.65000000000003,161.21666666666667,483.65,Silver
12809.0,1,489.31,489.31,489.31,Silver
12811.0,3,514.85,171.61666666666667,514.85,Silver
12812.0,1,229.64000000000001,229.64000000000001,229.64000000000001,Bronze
12814.0,1,125.92,125.92,125.92,Bronze
12815.0,2,1063.46,531.73,1063.46,Gold
12816.0,2,572.2,286.1,572.2,Silver
12817.0,1,166.04,166.04,166.04,Bronze
12818.0,1,1542.08,1542.08,1542.08,Gold
12820.0,4,942.34,235.585,942.34,Gold
12821.0,1,92.72,92.72,92.72,Bronze
12822.0,2,948.88,474.44,948.88,Gold
12823.0,5,1759.5,351.9,1759.5,Platinum
12824.0,1,397.12,397.12,397.12,Silver
12826.0,7,1474.72,210.67428571428573,1474.72,Gold
12827.0,3,430.15000000000003,143.38333333333335,430.1500000000001,Silver
12828.0,6,1018.71,169.785,1018.71,Gold
12829.0,2,293.0,146.5,293.0,Bronze
12830.0,6,6814.64,1135.7733333333333,6814.639999999999,Platinum
12831.0,1,215.05,215.05,215.05,Bronze
12832.0,2,383.03,191.515,383.03,Silver
12833.0,1,417.38,417.38,417.38,Silver
12834.0,1,312.38,312.38,312.38,Silver
12836.0,4,2610.36,652.59,2610.36,Platinum
12837.0,1,134.1,134.1,134.1,Bronze
12838.0,2,671.95,335.975,671.95,Gold
12839.0,14,5591.42,399.38714285714286,5591.42,Platinum
12840.0,4,2726.77,681.6925,2726.77,Platinum
12841.0,25,3991.58,159.6632,3991.58,Platinum
12842.0,2,1118.99,559.495,1118.99,Gold
12843.0,8,1702.26,212.7825,1702.26,Platinum
12844.0,2,325.96000000000004,162.98000000000002,325.96000000000004,Silver
12845.0,4,354.09,88.5225,354.09,Silver
12847.0,1,843.64,843.64,843.64,Gold
12849.0,2,1010.29,505.145,1010.29,Gold
12851.0,1,131.81,131.81,131.81,Bronze
12852.0,1,311.55,311.55,311.55,Silver
12853.0,6,1957.1000000000001,326.18333333333334,1957.1,Platinum
12854.0,3,1316.25,438.75,1316.25,Gold
12855.0,1,38.1,38.1,38.1,Bronze
12856.0,6,2170.78,361.7966666666667,2170.78,Platinum
12857.0,2,1106.4,553.2,1106.4,Gold
12863.0,1,521.2,521.2,521.2,Silver
12864.0,1,147.12,147.12,147.12,Bronze
12865.0,2,1568.23,784.115,1568.23,Gold
12866.0,1,559.12,559.12,559.12,Silver
12867.0,7,4009.34,572.7628571428571,4009.3399999999997,Platinum
12868.0,6,1607.0600000000002,267.84333333333336,1607.0600000000002,Gold
12871.0,2,380.64,190.32,380.64,Silver
12872.0,2,599.97,299.985,599.97,Silver
12873.0,1,374.0,374.0,374.0,Silver
12875.0,2,343.2300000000001,171.61500000000004,343.2300000000001,Silver
12876.0,2,2218.02,1109.01,2218.02,Platinum
12877.0,12,1535.77,127.98083333333334,1535.77,Gold
12878.0,2,854.99,427.495,854.99,Gold
12879.0,3,573.22,191.07333333333335,573.22,Silver
12881.0,1,298.0,298.0,298.0,Bronze
12882.0,2,1463.04,731.52,1463.04,Gold
12883.0,4,703.47,175.8675,703.47,Gold
12884.0,1,309.05,309.05,309.05,Silver
12885.0,3,1175.22,391.74,1175.22,Gold
12886.0,2,1378.4,689.2,1378.4,Gold
12888.0,2,354.12,177.06,354.12,Silver
12890.0,1,376.71999999999997,376.71999999999997,376.71999999999997,Silver
12891.0,3,331.0,110.33333333333333,331.0,Silver
12893.0,1,176.55,176.55,176.55,Bronze
12895.0,2,372.8,186.4,372.8,Silver
12897.0,2,216.5,108.25,216.5,Bronze
12901.0,28,17654.54,630.5192857142857,17654.54,Platinum
12902.0,1,138.68,138.68,138.68,Bronze
12904.0,2,496.06,248.03,496.06,Silver
12906.0,5,2919.81,583.962,2919.81,Platinum
12908.0,2,750.0,375.0,750.0,Gold
12909.0,5,2178.67,435.73400000000004,2178.67,Platinum
12910.0,8,3075.04,384.38,3075.04,Platinum
12912.0,5,1662.3,332.46,1662.3,Platinum
12913.0,5,2483.63,496.726,2483.63,Platinum
12915.0,2,363.65,181.825,363.65,Silver
12916.0,4,2944.95,736.2375,2944.95,Platinum
12917.0,1,594.0,594.0,594.0,Silver
12919.0,6,1335.19,222.53166666666667,1335.19,Gold
12920.0,1,162.78,162.78,162.78,Bronze
12921.0,37,16587.09,448.29972972972973,16587.09,Platinum
12922.0,1,405.38,405.38,405.38,Silver
12923.0,1,172.82,172.82,172.82,Bronze
12924.0,4,933.7,233.425,933.7,Gold
12925.0,2,694.05,347.025,694.05,Gold
12928.0,5,2062.7000000000003,412.5400000000001,2062.7000000000003,Platinum
12929.0,1,117.85,117.85,117.85,Bronze
12930.0,2,415.8,207.9,415.8,Silver
12931.0,15,42055.96,2803.730666666667,42055.96,Platinum
12933.0,3,607.53,202.51,607.53,Silver
12935.0,7,2160.7,308.6714285714285,2160.7,Platinum
12936.0,4,1063.9,265.975,1063.9,Gold
12937.0,4,1504.27,376.0675,1504.27,Gold
12938.0,1,114.14,114.14,114.14,Bronze
12939.0,8,11581.8,1447.725,11581.8,Platinum
12940.0,2,899.69,449.845,899.69,Gold
12942.0,3,675.6,225.20000000000002,675.6,Gold
12944.0,2,604.51,302.255,604.51,Silver
12945.0,1,462.95,462.95,462.95,Silver
12947.0,6,1603.99,267.33166666666665,1603.9899999999998,Gold
12948.0,7,2064.95,294.99285714285713,2064.95,Platinum
12949.0,8,4167.22,520.9025,4167.22,Platinum
12950.0,3,1843.0,614.3333333333334,1843.0,Platinum
12951.0,6,1064.07,177.345,1064.07,Gold
12952.0,4,1387.79,346.9475,1387.79,Gold
12953.0,1,329.85,329.85,329.85,Silver
12955.0,11,4757.16,432.4690909090909,4757.16,Platinum
12956.0,1,108.07,108.07,108.07,Bronze
12957.0,8,4017.54,502.1925,4017.54,Platinum
12962.0,2,266.39,133.195,266.39,Bronze
12963.0,8,1856.63,232.07875,1856.63,Platinum
12965.0,1,769.8100000000001,769.8100000000001,769.8100000000001,Gold
12966.0,1,160.18,160.18,160.18,Bronze
12967.0,2,1660.9,830.45,1660.9,Platinum
12968.0,1,135.95,135.95,135.95,Bronze
12970.0,4,405.47,101.3675,405.47,Silver
12971.0,86,11189.91,130.11523255813952,11189.91,Platinum
12974.0,1,144.8,144.8,144.8,Bronze
12976.0,1,738.6,738.6,738.6,Gold
12977.0,1,39.239999999999995,39.239999999999995,39.239999999999995,Bronze
12980.0,9,7374.900000000001,819.4333333333334,7374.900000000001,Platinum
12981.0,2,372.21999999999997,186.10999999999999,372.21999999999997,Silver
12982.0,1,390.54,390.54,390.54,Silver
12984.0,1,97.5,97.5,97.5,Bronze
12985.0,2,1239.38,619.69,1239.38,Gold
12987.0,2,558.7,279.35,558.7,Silver
12988.0,1,505.82,505.82,505.82,Silver
12989.0,15,6924.110000000001,461.6073333333334,6924.110000000001,Platinum
12990.0,3,409.5,136.5,409.5,Silver
12991.0,2,503.76,251.88,503.76,Silver
12993.0,4,414.76,103.69,414.76,Silver
12994.0,3,974.4200000000001,324.8066666666667,974.4200000000001,Gold
12995.0,1,211.32,211.32,211.32,Bronze
12997.0,4,1226.89,306.7225,1226.89,Gold
12999.0,3,455.88,151.96,455.88,Silver
13000.0,3,534.85,178.28333333333333,534.85,Silver
13001.0,13,9785.970000000001,752.7669230769231,9785.970000000001,Platinum
13002.0,1,120.94999999999999,120.94999999999999,120.94999999999999,Bronze
13003.0,3,149.05,49.68333333333334,149.05,Bronze
13004.0,18,5655.91,314.21722222222223,5655.91,Platinum
13005.0,2,513.7,256.85,513.7,Silver
13006.0,1,81.57,81.57,81.57,Bronze
13008.0,1,229.46999999999997,229.46999999999997,229.46999999999997,Bronze
13011.0,1,50.550000000000004,50.550000000000004,50.550000000000004,Bronze
13012.0,8,1646.8400000000001,205.85500000000002,1646.8400000000001,Gold
13013.0,13,4810.9400000000005,370.07230769230773,4810.9400000000005,Platinum
13014.0,10,3466.2799999999997,346.628,3466.2799999999997,Platinum
13015.0,5,3339.64,667.928,3339.64,Platinum
13016.0,3,789.89,263.2966666666667,789.8900000000001,Gold
13017.0,1,204.0,204.0,204.0,Bronze
13018.0,28,7277.7,259.91785714285714,7277.7,Platinum
13021.0,9,2616.38,290.7088888888889,2616.38,Platinum
